0.00194	3.1811
0.01	3.9324
0.03	6.2746
0.05	9.061
0.07	11.848
0.09	14.634
0.11	17.524
0.13	20.487
0.15	23.45
0.17	26.413
0.19	29.376
0.21	32.339
0.23	35.302
0.25	37.935
0.27	39.741
0.29	41.548
0.31	43.354
0.33	45.161
0.35	46.967
0.37	48.773
0.39	50.58
0.41	52.386
0.43	53.056
0.45	53.546
0.47	54.036
0.49	54.526
0.51	55.015
0.53	55.505
0.55	55.995
0.57	56.485
0.59	56.975
0.61	56.763
0.63	56.456
0.65	56.148
0.67	55.841
0.69	55.534
0.71	55.227
0.73	54.919
0.75	54.199
0.77	53.182
0.79	52.165
0.81	51.148
0.83	50.131
0.85	49.113
0.87	48.096
0.89	47.079
0.91	46.062
0.93	45.044
0.95	44.027
0.97	43.178
0.99	42.345
1.01	41.511
1.03	40.678
1.05	39.845
1.07	39.011
1.09	38.178
1.11	37.344
1.13	36.511
1.15	35.678
1.17	34.844
1.19	34.011
1.21	33.178
1.23	32.454
1.25	31.731
1.27	31.007
1.29	30.284
1.31	29.56
1.33	28.837
1.35	28.113
1.37	27.39
1.39	26.666
1.41	25.943
1.43	25.219
1.45	24.496
1.47	23.772
1.49	23.049
1.51	22.325
1.53	21.692
1.55	21.075
1.57	20.457
1.59	19.84
1.61	19.223
1.63	18.606
1.65	17.989
1.67	17.372
1.69	16.755
1.71	16.138
1.73	15.521
1.75	14.904
1.77	14.287
1.79	13.67
1.81	13.053
1.83	12.436
1.85	11.931
1.87	11.513
1.89	11.095
1.91	10.676
1.93	10.2583
1.95	9.8401
1.97	9.4219
1.99	9.0037
2.01	8.5855
2.03	8.1673
2.05	7.7491
2.07	7.3309
2.09	6.9127
2.11	6.5104
2.13	6.273
2.15	6.0355
2.17	5.7981
2.19	5.5606
2.21	5.3232
2.23	5.0858
2.25	4.8673
2.27	4.6839
2.29	4.5006
2.31	4.3172
2.33	4.1339
2.35	3.9505
2.37	3.7812
2.39	3.6776
2.41	3.574
2.43	3.4704
2.45	3.3668
2.47	3.2632
2.49	3.1596
2.51	3.056
2.53	2.9525
2.55	2.8688
2.57	2.8688
2.59	2.8688
2.61	2.8688
2.63	2.8689
2.65	2.8689
2.67	2.8689
2.69	2.8599
2.71	2.8401
2.73	2.8203
2.75	2.8005
2.77	2.7807
2.79	2.7509
2.81	2.7063
2.83	2.6617
2.85	2.6171
2.87	2.5725
2.89	2.5267
2.91	2.4786
2.93	2.4306
2.95	2.3826
2.97	2.3345
2.99	2.3007
3.01	2.3007
3.03	2.3007
3.05	2.3007
3.07	2.3008
3.09	2.3008
3.11	2.3008
3.13	2.3008
3.15	2.2502
3.17	2.1995
3.19	2.1488
3.21	2.0981
3.23	2.0474
3.25	1.9967
3.27	1.946
3.29	1.8953
3.31	1.8445
3.33	1.7997
3.35	1.762
3.37	1.7244
3.39	1.6867
3.41	1.649
3.43	1.6113
3.45	1.5736
3.47	1.5359
3.49	1.4982
3.51	1.4605
3.53	1.4211
3.55	1.3816
3.57	1.3421
3.59	1.3026
3.61	1.2631
3.63	1.2043
3.65	1.123
3.67	1.1564
3.69	1.1897
3.71	1.2231
3.73	1.2564
3.75	1.2825
3.77	1.2552
3.79	1.228
3.81	1.2007
3.83	1.1734
3.85	1.1461
3.87	1.1188
3.89	1.0968
3.91	1.0751
3.93	1.0534
3.95	1.03163
3.97	1.0099
3.99	0.98817
4.01	0.96752
4.03	0.951
4.05	0.93448
4.07	0.91796
4.09	0.90145
4.11	0.88493
4.13	0.86841
4.15	0.8519
4.17	0.83538
4.19	0.81886
4.21	0.80234
4.23	0.78583
4.25	0.76931
4.27	0.75279
4.29	0.73628
4.31	0.71976
4.33	0.70324
4.35	0.68672
4.37	0.67021
4.39	0.65369
4.41	0.63717
4.43	0.62077
4.45	0.60437
4.47	0.58796
4.49	0.57156
4.51	0.55516
4.53	0.53876
4.55	0.52235
4.57	0.50595
4.59	0.48955
4.61	0.47314
4.63	0.45716
4.65	0.44205
4.67	0.42693
4.69	0.41181
4.71	0.3967
4.73	0.38158
4.75	0.36647
4.77	0.35135
4.79	0.33623
4.81	0.32112
4.83	0.30561
4.85	0.28877
4.87	0.27192
4.89	0.25507
4.91	0.23792
4.93	0.22003
4.95	0.20298
4.97	0.20298
4.99	0.18458
5.01	0.16125
5.03	0.14916
5.05	0.1476
5.07	0.14604
5.09	0.14448
5.11	0.14291
5.13	0.14145
5.15	0.14145
5.17	0.14145
5.19	0.14145
5.21	0.14145
5.23	0.14145
5.25	0.14145
5.27	0.14145
5.29	0.14145
5.31	0.14145
5.33	0.14145
5.35	0.14145
5.37	0.14145
5.39	0.14145
5.41	0.14145
5.43	0.14145
5.45	0.14122
5.47	0.14095
5.49	0.14069
5.51	0.14043
5.53	0.14016
5.55	0.1399
5.57	0.13964
5.59	0.13937
5.61	0.13911
5.63	0.13885
5.65	0.13855
5.67	0.13814
5.69	0.13773
5.71	0.13732
5.73	0.13692
5.75	0.13651
5.77	0.1361
5.79	0.1362
5.81	0.13682
5.83	0.13743
5.85	0.13804
5.87	0.13864
5.89	0.13783
5.91	0.13701
5.93	0.13619
5.95	0.12311
5.97	0.10388
5.99	0.085381
6.01	0.049901
6.03	0.024679
6.05	0.01494
6.07	0.014678
6.09	0.014416
6.11	0.01436
6.13	0.01436
6.15	0.01436
6.17	0.01436
6.19	0.01436
6.21	0.014342
6.23	0.014318
6.25	0.014294
6.27	0.01427
6.29	0.014246
6.31	0.014221
6.33	0.014197
6.35	0.014173
6.37	0.014149
6.39	0.014125
6.41	0.014101
6.43	0.014076
6.45	0.014047
6.47	0.014018
6.49	0.013989
6.51	0.01396
6.53	0.01393
6.55	0.013901
6.57	0.013872
6.59	0.013843
6.61	0.013813
6.63	0.013732
6.65	0.013571
6.67	0.01341
6.69	0.013253
6.71	0.013253
6.73	0.013253
6.75	0.013253
6.77	0.013253
6.79	0.013253
6.81	0.013253
6.83	0.013269
6.85	0.013322
6.87	0.013375
6.89	0.013429
6.91	0.013482
6.93	0.013208
6.95	0.011881
6.97	0.010408
6.99	0.0088149
7.00388	0.0077096
